variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel
static_halo_0p85,0.010261435692740293,2.960289716720581,1.1102726459503174,0.42879536747932434,0.9930912243780728,
static_halo_0p85,0.06265557378507387,5.01837158203125,2.266191005706787,0.5605306029319763,0.9753374379377795,
static_halo_0p85,0.083851999307892,13.758185386657715,7.2568511962890625,0.08692219108343124,0.9878844425903791,
static_halo_0p85,0.02621627400056002,8.018195152282715,4.166429042816162,0.03168608620762825,0.9934821150706179,
static_halo_0p85,0.02152829559519806,3.4654364585876465,1.732202410697937,0.12165752053260803,0.9876521289357035,
static_halo_0p85,0.041138121001255315,3.1896936893463135,1.3385580778121948,0.3716026246547699,0.9745340374144517,
static_halo_0p85,0.04513832496024539,5.856846332550049,3.094940185546875,0.2639716565608978,0.9847040181974019,
static_halo_0p85,0.012647046200431486,2.500558614730835,0.953800618648529,0.24183854460716248,0.9899355262507685,
static_halo_0p85,0.06703090575346594,6.099075794219971,2.5343844890594482,0.7480335831642151,0.9782582725161877,
static_halo_0p85,0.07855449658543742,7.73357629776001,4.041601181030273,0.34738412499427795,0.9798890984666319,
static_halo_0p85,0.006805155290772654,3.883147716522217,1.662543535232544,0.5016493797302246,0.9965011631168678,
static_halo_0p85,0.0853298801074171,6.066158771514893,2.714853286743164,0.6419575214385986,0.972257160846777,
static_halo_0p85,0.05388699044299009,11.52692985534668,6.432762622833252,0.06273091584444046,0.9906937496446839,
static_halo_0p85,0.017749960607952964,4.828643321990967,2.140157699584961,0.5779690146446228,0.9926749813426474,
static_halo_0p85,0.047786086383053615,6.983699798583984,3.7918179035186768,0.19809024035930634,0.986407969193192,
static_halo_0p85,0.025439279439288927,7.174874782562256,3.300806999206543,0.6015340685844421,0.9929338417129495,
static_halo_0p85,0.03398378001056908,8.192785263061523,4.576910495758057,0.039339739829301834,0.9917382438153682,
static_halo_0p85,0.05580477084104963,5.820899963378906,3.119633674621582,0.21527086198329926,0.9810081420235053,
static_halo_0p85,0.028158430175149872,3.18572735786438,1.3354454040527344,0.37127482891082764,0.9824770187665401,
static_halo_0p85,0.04640583030680783,10.830875396728516,5.521953105926514,0.3381238281726837,0.9914673842960928,
static_halo_0p85,0.0004951461373894373,1.7592754364013672,1.2326101064682007,0.1929941475391388,0.9994372605812343,
static_halo_0p85,0.004260101971209538,3.1238551139831543,1.3734244108200073,0.2715410590171814,0.9972762499606909,
static_halo_0p85,0.024899029267347307,5.883645534515381,3.052626132965088,0.32351747155189514,0.9915718569950477,
static_halo_0p85,0.047046140421404065,4.067140102386475,1.6263930797576904,0.6139015555381775,0.9771297954711473,
static_halo_0p85,0.009794987987852846,2.556060791015625,0.9640660285949707,0.2772238254547119,0.9923651297411136,
static_halo_0p85,0.03486931336676849,3.023686647415161,2.337367534637451,0.03576251491904259,0.9771988390509264,
