source_id,tier,P_vgrf_below_25,vgrf_default,vgrf_mc_p50_kms,vgrf_mc_width_kms,vgrf_mc_sigma_kms,static_Lz_kpc_kms,static_E_mean,retrograde_flag,width_quartile,E_tertile
5823055057231226880,C,0.796000,17.525085,17.900116,7.735061,7.456752,-51.141159,-156080.970105,1,4,1
5830552661375511168,C,0.588800,18.554574,21.513668,14.121093,13.384398,-39.147072,-167933.929798,1,4,1
5833952042146858880,A,0.952000,11.016543,13.173207,4.783244,5.394402,-74.043884,-146491.710728,1,3,2
5833967916348020480,C,0.583600,20.839122,23.201492,8.981884,9.525982,-146.390106,-148601.583565,1,4,1
5840013443528217856,C,0.691700,23.385135,23.806835,2.178418,2.755556,-99.409546,-154869.995018,1,1,1
5845563743892274944,C,0.578400,22.807770,24.401500,3.356266,3.532882,-63.603291,-150216.994088,1,2,1
5846839967635490560,C,0.591400,20.859955,23.529509,6.268913,6.888064,16.988478,-155198.238884,0,3,1
5847442981050654336,A,1.000000,11.475258,11.810056,0.681642,0.932423,47.679237,-154339.026940,0,1,1
5851197121740850304,C,0.744000,20.780387,21.538301,6.439644,6.302019,-142.678726,-151833.222724,1,3,1
5856862733363549952,C,0.802000,22.835414,22.822779,2.685916,2.686263,-166.909012,-145623.660823,1,2,2
5858494000669975040,A,0.958000,20.393278,20.469714,2.512327,2.484184,-143.017883,-146164.913119,1,2,2
5869378203665745920,B,0.902000,19.096993,19.670324,3.482680,3.692149,-128.725098,-153267.570866,1,2,1
5884326785803277952,C,0.742000,22.472574,22.518755,3.128661,3.330449,2.250197,-154830.668414,0,2,1
5884580841726690688,C,0.822000,18.145038,18.495230,6.816150,6.926564,-93.492264,-160763.353706,1,3,1
5890592662052286208,C,0.649600,20.657647,20.821154,11.606625,10.847758,-64.852112,-164627.170824,1,4,1
5895257408868197504,A,0.956000,21.766363,21.996103,1.746332,1.778535,-80.234253,-147167.596346,1,1,1
5901919109275348096,A,0.952000,11.049104,11.466940,6.831745,6.611588,-54.688232,-158416.870469,1,3,1
5912386837915305984,A,0.966000,17.289915,17.540829,2.712112,2.951054,-71.833862,-153503.364516,1,2,1
5914378362714632832,B,0.922000,16.641360,17.391577,4.259316,4.366064,-100.886719,-153897.520080,1,3,1
5919554760377940224,C,0.510600,23.743201,24.622759,11.881652,10.989574,-73.596313,-172050.934688,1,4,1
5922467126167102592,C,0.618800,22.292888,23.428577,4.614198,4.532967,-81.570679,-150330.636964,1,3,1
5922533887145029888,C,0.569700,23.536907,23.615046,6.694079,6.530622,-54.897438,-166337.360462,1,3,1
5931635678843407232,C,0.826000,13.994284,18.460497,5.705739,6.347087,-31.433258,-159646.127795,1,3,1
5935007434253166464,A,0.952000,17.793799,18.458153,3.647472,3.680584,-124.289795,-147724.357676,1,2,1
5948656737248094720,A,0.978000,14.531051,16.066041,3.459207,3.466376,71.941246,-150594.471216,0,2,1
5957334044324505344,C,0.647000,8.217690,19.771635,13.378070,13.647297,-16.628197,-189698.786844,1,4,1
5969119365860676736,C,0.666600,16.544741,20.293917,9.427240,10.201537,66.359825,-149249.625262,0,4,1
5982591789247021312,A,0.986000,17.821399,18.702519,2.103075,2.169950,-40.401028,-149850.888183,1,1,1
6025048640456450688,A,1.000000,15.721305,15.724316,0.988281,1.039062,-33.352245,-145339.750060,1,1,2
6025216178540647040,C,0.629200,22.557093,22.524392,6.628034,6.330622,-105.741127,-162211.993190,1,3,1
6028715576145221504,A,0.996000,12.148344,12.259356,4.095387,3.926993,-55.188595,-158419.369506,1,2,1
6032630048039981056,C,0.593600,16.707434,21.065290,16.499308,17.569995,-45.610477,-190888.295837,1,4,1
6035441877205289984,B,0.854000,14.264392,16.679304,5.683087,6.728286,-16.751600,-176334.903360,1,3,1
6035812137738931200,B,0.914000,18.622750,19.284721,4.501095,4.610644,-130.934311,-149487.796780,1,3,1
6039084662295731456,C,0.744000,18.940017,20.228586,5.732311,6.122834,-83.534592,-158871.089372,1,3,1
6060252563265634304,C,0.788000,17.982391,20.341387,4.697655,5.461270,-94.269852,-152980.960552,1,3,1
6060286751208268672,B,0.944000,17.307883,18.510053,2.133271,2.732278,89.430771,-153165.645273,0,1,1
6065149753667970944,C,0.708000,19.904317,20.507393,6.732847,6.886997,69.328842,-158139.952170,0,3,1
6084053377897397120,C,0.505800,24.751022,24.826888,9.259990,8.923095,-97.234116,-154508.188992,1,4,1
6089897836259598208,C,0.593100,23.408070,23.507263,5.620154,5.696205,-12.447524,-156543.074366,1,3,1
6104183069278959616,A,0.994000,13.734611,14.559793,3.289415,3.421301,-28.527895,-147501.878491,1,2,1
6109866096986146048,C,0.584500,23.594712,23.437320,6.934493,6.530628,-152.306122,-152241.732155,1,3,1
6114888017563399936,C,0.627200,20.369201,23.753249,3.788305,4.010486,-48.353882,-150354.741898,1,2,1
6129404113682680192,A,0.976000,21.932951,21.905567,1.567542,1.568877,77.453392,-145561.874288,0,1,2
6132947118094648320,A,0.960000,7.282245,10.969829,6.362298,6.339218,-10.628669,-148065.444075,1,3,1
6140394797541838720,C,0.810000,17.616350,17.509117,6.443262,6.604706,2.421832,-148648.106650,0,3,1
6146424240134520448,A,1.000000,13.636934,14.447705,2.340025,2.352692,-36.495495,-146610.461432,1,1,2
6147673392719783936,A,0.976000,15.978761,16.908026,1.784789,2.423025,-56.091125,-143433.395426,1,1,2
6157933103219224064,A,1.000000,13.738880,13.743980,0.235386,0.237205,-82.340080,-144934.094671,1,1,2
6189089934151835776,C,0.613800,22.152875,22.225272,8.943360,8.608770,-139.986694,-150011.320518,1,4,1
6192851977609915520,B,0.944000,8.223975,10.415560,6.699567,6.916987,-11.623433,-148713.825992,1,3,1
6207005544120495872,B,0.888000,6.248449,12.973427,7.871230,8.122445,-2.826615,-164283.545994,1,4,1
6208483017168365952,C,0.516000,20.044201,24.541449,8.949907,8.968883,19.334572,-173624.791969,0,4,1
6209253362502782464,B,0.886000,7.973056,14.183732,7.851912,7.724201,-35.331413,-151150.931699,1,4,1
6219455181136976128,A,0.998000,11.308394,12.939838,3.846475,3.823062,-35.558167,-148788.853711,1,2,1
6222830681834094976,C,0.766000,18.087998,20.126721,5.133464,5.915362,-30.136879,-159790.838337,1,3,1
6255928039117679872,A,0.972000,19.402421,19.806493,3.078688,3.138868,-125.217331,-148626.416256,1,2,1
6256471300940806912,B,0.944000,15.113519,15.690510,4.852446,4.807523,-53.400272,-155976.820351,1,3,1
6263905481315373184,C,0.502800,18.627600,24.985405,24.140249,26.103129,-73.783638,-163711.026929,1,4,1
6264159262342284416,C,0.820000,14.660981,15.762810,9.857238,9.409607,-76.225212,-161100.500944,1,4,1
6266588427120837760,C,0.804000,18.180859,18.997552,4.895273,5.340155,-79.895279,-151438.979596,1,3,1
6270675376264772992,C,0.562200,23.976562,23.944503,5.951848,5.969793,-104.521942,-152943.810121,1,3,1
6277962187714495488,B,0.936000,15.682604,17.246263,2.736676,3.464418,-12.349059,-152260.697557,1,2,1
6280536488033208576,A,1.000000,13.115466,13.703461,3.060222,3.110008,96.494629,-146811.451491,0,2,2
6301684902703023360,B,0.864000,16.148594,16.613030,4.788856,5.490312,-63.673405,-149660.292781,1,3,1
6303239887021686272,C,0.678800,22.017838,22.137074,5.810503,5.724707,-142.901978,-150116.535770,1,3,1
6303557336644800000,C,0.804000,17.632590,17.604375,7.964881,7.656614,-120.026642,-150301.129252,1,4,1
6307957002359769088,C,0.653400,13.046384,20.700652,9.505744,9.647035,-45.968010,-157019.266257,1,4,1
6308608978395526272,C,0.762000,18.605201,19.038995,9.743570,9.005302,-91.498596,-157611.091087,1,4,1
6314078017951256576,C,0.814000,18.034466,19.548104,6.198551,5.989020,10.974749,-147804.553017,0,3,1
6339969661358792832,B,0.892000,22.702963,22.719077,1.906274,1.898127,-54.588524,-145430.532258,1,1,2
6348295953679112320,C,0.504500,24.800691,25.182922,7.551215,7.383278,18.058897,-149770.917515,0,4,1
6381350915342053760,C,0.806000,20.076223,20.445550,4.474546,4.799823,-44.174397,-144433.856274,1,3,2
6391316201541270528,C,0.812000,19.005381,18.844710,6.212073,6.022867,-62.069691,-148008.272861,1,3,1
6396316849144683264,B,0.852000,19.539321,19.901756,4.033215,4.039748,-35.406265,-151559.280926,1,2,1
6402882067434142720,B,0.906000,12.245411,12.897924,8.356528,8.150668,-47.169971,-151879.436745,1,4,1
6430530966646445568,C,0.614000,21.888103,21.568562,11.819693,10.862295,-74.086075,-158919.417222,1,4,1
6442613023182705280,C,0.780800,24.532949,24.520038,0.637281,0.626497,-71.910950,-145354.715857,1,1,2
6448431226400363136,C,0.510400,23.053223,24.694016,10.018423,11.062008,-84.471855,-162583.064342,1,4,1
6463700350533317120,A,0.994000,13.372083,14.392658,2.695980,2.876892,-56.856266,-146799.300005,1,2,2
6480189073580376960,A,0.980000,14.385580,15.379386,4.861238,4.790194,76.311081,-148293.486450,0,3,1
6506705789348370560,A,0.978000,11.686891,13.371272,4.385069,4.392999,60.020550,-147761.426438,0,3,1
6510537965328119936,A,0.976000,9.681012,11.724178,4.318513,4.888444,16.652761,-148716.101225,0,3,1
6518663562416389376,C,0.760000,19.640040,20.237909,4.856358,5.365698,-85.376595,-148594.390290,1,3,1
6518905626773279360,B,0.878000,15.462588,16.783422,6.788207,6.668031,-100.999496,-148583.198232,1,3,1
6557660005741822592,C,0.784000,21.465238,21.494211,4.199276,4.149148,-84.052345,-149787.718679,1,2,1
6568723429179272960,A,0.982000,8.587247,9.960724,3.981575,4.673640,-21.411781,-149075.696018,1,2,1
6585559739636072064,C,0.559500,23.824505,23.800478,6.410913,6.337589,-91.006218,-151865.013384,1,3,1
6590130409473313792,C,0.822000,13.148991,14.989679,10.596577,10.096488,70.081177,-153527.879545,0,4,1
6596556573899472384,C,0.532100,23.858031,24.548994,5.670862,5.594881,-104.111328,-146646.326466,1,3,2
6597745730084447744,C,0.700600,17.472630,19.317413,10.568679,10.211889,-117.434128,-147022.886332,1,4,1
6629405132318802176,A,1.000000,20.057716,20.114963,0.526520,0.529671,56.435055,-146370.858413,0,1,2
6631270595533133952,C,0.824000,19.462194,20.225066,3.918545,4.381330,-88.140877,-147362.757588,1,2,1
6637312446288486016,C,0.814000,12.867286,13.888770,10.434300,10.122962,-40.344810,-165732.548819,1,4,1
6645984084039062656,C,0.724000,17.582698,17.884515,9.967199,9.561336,-76.535637,-163903.007263,1,4,1
6658852531909397504,C,0.706000,19.450660,19.873297,9.351609,8.984022,-105.844879,-160202.079789,1,4,1
6659588861102367488,A,1.000000,10.679891,11.480458,2.592421,2.714222,-44.593140,-149242.800988,1,2,1
6661884469582639360,C,0.702000,14.564583,18.866073,8.401367,9.179380,-26.459562,-173210.204454,1,4,1
6691075811808645248,C,0.742000,21.737148,22.091862,3.049003,3.619373,-59.870613,-158336.924060,1,2,1
6692226450728160768,C,0.832000,21.565440,21.992326,2.972820,3.132262,-77.272301,-149385.820157,1,2,1
6702473353643743616,C,0.700000,17.386329,21.721583,6.371995,7.063161,-18.774776,-176959.074859,1,3,1
6703740265916081280,A,1.000000,20.048791,20.095211,1.633168,1.615879,-99.037712,-146320.022574,1,1,2
6708337220953441408,C,0.523000,17.159658,24.069594,19.527000,22.027329,-48.010315,-180464.865118,1,4,1
6719602576584083840,C,0.559000,18.209243,23.464890,11.555105,11.609907,1.180988,-183126.923654,0,4,1
6721137082502390016,C,0.596400,20.946590,21.941757,11.773137,11.104415,-33.209164,-189074.081506,1,4,1
6723695298150331904,C,0.609000,13.848053,21.797929,9.832723,10.871986,3.779948,-187119.349021,0,4,1
6728184161786440064,C,0.702000,13.582871,19.185072,10.219369,11.260861,-10.814724,-187847.334569,1,4,1
6732733352447290496,B,0.874000,15.531441,17.845993,3.998566,4.985289,0.005977,-177113.627326,0,2,1
6734915951749830912,C,0.672000,10.252331,19.107380,11.514909,12.388599,-9.502885,-195135.628068,1,4,1
6735304392903260544,C,0.646200,5.645459,17.974198,16.609440,16.628951,7.776964,-195170.401276,0,4,1
6744117386603370624,C,0.505100,23.319134,24.630587,10.036461,10.082705,-59.778305,-178849.189913,1,4,1
6753448980447680384,A,0.972000,18.336897,18.609141,3.470059,3.503156,-69.528442,-150080.336278,1,2,1
6754949538942164096,B,0.844000,21.187927,21.241915,4.099762,3.893609,-92.853233,-155488.268444,1,2,1
6763240234575156352,C,0.736000,5.936857,17.107522,10.656870,11.034774,-4.929695,-179782.786672,1,4,1
6768328460848993280,B,0.884000,19.395801,19.708569,2.873900,3.238450,33.380646,-162110.874466,0,2,1
6773347216034985216,C,0.792000,14.315714,15.194897,8.677119,8.964821,22.539827,-168225.489476,0,4,1
6804324036296102528,A,0.990000,9.797383,12.336540,3.193724,3.536854,3.026085,-150879.469470,0,2,1
6807781347530504192,C,0.545200,23.525954,23.949035,10.411513,9.915706,-129.969528,-154442.416618,1,4,1
6849260148812422400,A,1.000000,12.717798,12.961234,1.441552,1.654089,14.720355,-150931.344254,0,1,1
6863375399913666432,C,0.672000,16.843007,19.544593,10.647910,11.498830,-66.601402,-158692.696225,1,4,1
6872932840317674752,C,0.550000,21.289414,24.422487,4.313070,4.460737,-52.068680,-154383.769212,1,3,1
6902812000080311296,C,0.547200,22.942740,23.183660,16.557834,16.265982,-39.749149,-151040.285818,1,4,1
6914509390755380224,C,0.804000,20.806914,20.784934,5.057100,4.953889,-34.503170,-154282.092243,1,3,1
