variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc
mcmillan17,0.015636324590955934,7.178844928741455,2.98256254196167,0.6014930009841919,0.9956532447468084
mcmillan17,0.08605130804754582,8.192785263061523,4.001159191131592,0.09043118357658386,0.9792117389180403
mcmillan17,0.09198997916763547,5.67347526550293,2.652125358581543,0.3836512863636017,0.9680893127392733
mcmillan17,0.006461300072195521,3.20997953414917,1.3250823020935059,0.39832520484924316,0.9959823292855567
mcmillan17,0.11322468107649047,10.434270858764648,5.518049240112305,0.11454294621944427,0.9785305088494599
mcmillan17,0.01607554024242526,1.6769773960113525,1.248958945274353,0.1345641165971756,0.9810099969136279
mcmillan17,0.021686834847677965,3.123997688293457,1.3525240421295166,0.308666467666626,0.9862116911672869
mcmillan17,0.06521934680766067,5.890995979309082,2.537426710128784,0.29539909958839417,0.9781004066385284
mcmillan17,0.07482270609381554,4.0738911628723145,1.5060513019561768,0.6374123692512512,0.9639296859426646
mcmillan17,0.034115756470118976,2.55204439163208,0.9933283925056458,0.338791161775589,0.9736166714229557
mcmillan17,0.017148664064548996,2.854841947555542,2.3363096714019775,0.020618822425603867,0.988057994343599
mcmillan17,0.020168761208410508,4.684805393218994,2.02643084526062,0.4970196485519409,0.9914266218914585
mcmillan17,0.07593378347231991,9.099782943725586,4.377841949462891,0.07658327370882034,0.9834489695508488
mcmillan17,0.06161703378513379,2.9688141345977783,1.179355502128601,0.4070713520050049,0.9593344772664718
mcmillan17,0.029674235872405426,7.180670261383057,3.310732126235962,0.041935842484235764,0.991768982499047
mcmillan17,0.0008469119784870057,4.518360614776611,2.117854118347168,0.3134113848209381,0.9996251944733794
mcmillan17,0.005944113171735196,10.852459907531738,4.052190780639648,0.613852858543396,0.9989051589606721
mcmillan17,0.034544040352867136,2.4941720962524414,1.2818211317062378,0.03473618999123573,0.9726785938106591
mcmillan17,0.04112691418684778,4.3530354499816895,1.6970077753067017,0.6072884202003479,0.9812811130866667
mcmillan17,0.11635728374642745,9.754769325256348,3.53893780708313,0.6969379186630249,0.976424720631117
mcmillan17,0.015296403330655711,3.6830193996429443,1.6239850521087646,0.36020511388778687,0.9917279085153535
mcmillan17,0.023957293723852507,3.02329421043396,1.1496645212173462,0.4618489444255829,0.9842761296918459
mcmillan17,0.01567562143356332,6.951900959014893,2.690127372741699,0.6939759254455566,0.9955004092879151
mcmillan17,0.012997820797239627,7.229403018951416,3.5583150386810303,0.015390587970614433,0.9964106320307754
mcmillan17,0.023150430100431173,3.076256275177002,1.2938838005065918,0.34649062156677246,0.9850613796111286
mcmillan17,0.013062853635354501,3.54248309135437,1.5052015781402588,0.26197463274002075,0.9926521249690152
mcmillan17,0.012791291221983575,3.010056257247925,1.2315798997879028,0.3746369183063507,0.9915369260163596
mcmillan17,0.039498118546880484,2.7666091918945312,1.0220683813095093,0.4399585723876953,0.9718484618176151
mcmillan17,0.03208042018973971,7.400341510772705,4.1064453125,0.03213199973106384,0.991367438369962
mcmillan17,0.1167572446339482,8.281645774841309,4.022233486175537,0.18496842682361603,0.9721953699142093
