source_id,static_E
1232884076147900672,-144700.43955675745
6760448849455393280,-178684.99938798213
4080185847113344768,-179323.16833836364
4393801060490104064,-164105.3493284841
5029034042190141824,-134901.55798496283
1411118175186149504,-132802.58315990397
2871996462779346304,-135935.97189364396
5919909382930610944,-171955.5696218834
4561428273933190144,-152437.27999088922
611725599195677184,-121722.42610943911
5830790224618330624,-171606.15633599673
3105087361594055808,-139724.11451956144
5071663482388678912,-140039.0601379806
3616642190157968256,-146178.29500794283
6152665828344040448,-149981.50604142575
6708337220953441408,-180464.86894139324
4461547813037303680,-156009.9426576044
4378710022879116416,-168244.38829595107
1542192227646818816,-131977.4982608334
5996901589473928064,-165844.34956020673
347579131898942336,-138799.41426677397
3169926421273360512,-140500.47625166102
5914424679643396096,-171101.34679010068
5461639091162745216,-136817.58495830616
2046388883898810880,-147049.38495114024
5912386837915305984,-153503.37141114942
1857320025474161792,-140147.1220129019
1733661457382536576,-149146.8729011889
4339713506537839104,-165575.9021377922
4900440449308795776,-145265.94417494402
4324570413926855680,-172353.420686851
6060286751208268672,-153165.58047148288
366349822607618944,-140252.65240953842
3023858947222768896,-133086.70729509572
4161954804546229376,-188235.38840955187
767256088789215232,-132861.01450010797
1577881825325378560,-130103.09654756237
4165632125486437632,-171913.29877572335
6487061364850448512,-135194.0810107189
711230886115419264,-139820.90492475088
2142379410084286848,-133938.66562254878
4470187775411075328,-161833.2663111984
5839876176370616192,-154462.02366048013
2026085920679467136,-146386.1825574258
6702473353643743616,-176959.01826465013
3700542864457537024,-133002.53314612998
