variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel,source_id
static_halo_0p85,0.0323082666844321,4.243346691131592,1.7880754470825195,0.5786906480789185,0.9848873367925204,,4131646324146264192
static_halo_0p85,0.2147843804643834,9.370440483093262,4.055400371551514,0.7408059239387512,0.95518427923773,,3906248845630232576
static_halo_0p85,0.0147907794501344,4.843777179718018,2.154914379119873,0.5737919807434082,0.9939114654464288,,4389818698094885248
static_halo_0p85,0.0072314613424782,3.08728551864624,1.2145121097564695,0.4177148938179016,0.9953262745758114,,4048374501842443136
static_halo_0p85,0.0446070781685759,2.5331361293792725,0.8840806484222412,0.3424799144268036,0.9653905958995738,,6029195311181095552
static_halo_0p85,0.0398572624826113,8.148199081420898,3.985106945037842,0.4528240859508514,0.990264536342062,,5383288064367539968
static_halo_0p85,0.0744790404827985,8.13144588470459,3.31937575340271,0.810899019241333,0.9818474964950774,,2337973870009655424
static_halo_0p85,0.0139494573517564,2.522122621536255,1.2910950183868408,0.0155985616147518,0.9889991633377608,,6734908603094318848
static_halo_0p85,0.1323448199013263,5.503039836883545,3.126239538192749,0.1514376699924469,0.9530307767928544,,4101093606135337600
static_halo_0p85,0.1909082886778465,9.72321605682373,4.68173885345459,0.5288069844245911,0.9614876146344749,,3594763729832525696
static_halo_0p85,0.0029791699972813,2.181208848953247,1.5784233808517456,0.0958907678723335,0.9972720571933976,,6727153541413291392
static_halo_0p85,0.0693463770381929,8.560434341430664,4.734389781951904,0.0724261999130249,0.9839285888482006,,1867143474676435456
static_halo_0p85,0.0718800167655312,2.98612904548645,1.1333101987838743,0.4228084981441498,0.9529890099719996,,6024429993373227776
static_halo_0p85,0.0477877346560273,6.294438362121582,3.568711519241333,0.0556652769446373,0.9849302961052406,,4199936132366545536
static_halo_0p85,0.019120019133709,2.4781088829040527,0.9219161868095398,0.2594622671604156,0.9846870111761828,,4114137838474624128
static_halo_0p85,0.0793950307896375,7.348879814147949,3.781728506088257,0.3746508657932281,0.9786235613390784,,6510537965328119936
static_halo_0p85,0.0122806129198801,5.6508660316467285,2.960144519805908,0.2781685292720794,0.9956629719515872,,4395596661758440960
static_halo_0p85,0.0297670787555126,1.8561105728149412,1.3158107995986938,0.1158769875764846,0.9684315907442624,,4038162336559669248
