source_id,P_forward,P_latent,delta
4123037594829403520,0.7135,0.16323849602836835,-0.5502615039716316
3617059489180390144,0.8715,0.3888364903831007,-0.48266350961689936
2739862584191154688,0.9995,0.9950126780605062,-0.00448732193949386
2712478319387225600,1.0,1.0,0.0
4039081974959195392,0.659,0.16132316812092454,-0.4976768318790755
4605148051709428096,1.0,1.0,0.0
6735780481438519808,0.3895,0.08676174923284419,-0.3027382507671558
4751364750101200512,0.729,0.1495468905796051,-0.5794531094203949
6568723429179272960,0.9885,0.837030180708029,-0.151469819291971
4126182816520536064,0.516,0.10494920433617738,-0.41105079566382263
4036193768463500032,0.731,0.19664314696968827,-0.5343568530303118
4110909844184739072,0.751,0.2162943805718387,-0.5347056194281613
6022125554441500288,0.5305,0.10656744501735081,-0.42393255498264915
528886469017207424,0.99,0.8854965094123981,-0.10450349058760189
4077922055803817088,0.714,0.17526645615161016,-0.5387335438483898
3572451065491937280,1.0,1.0,0.0
6871743267517995008,0.6435,0.16359750355955255,-0.4799024964404474
1528927066531942656,1.0,1.0,0.0
6029905492639226368,0.6835,0.14971969418704753,-0.5337803058129524
4334183512807254144,0.634,0.15694716348416937,-0.47705283651583064
4045696263368884224,0.4505,0.09147694411092316,-0.35902305588907685
6735789552409183104,0.667,0.15586561062480114,-0.511134389375199
6773155767872820352,0.712,0.18895861962573468,-0.5230413803742653
2145508517097287936,1.0,1.0,0.0
4171591164967909120,0.77,0.24686955539511962,-0.5231304446048803
4035695891465993472,0.544,0.12682896280799422,-0.4171710371920058
6235865117312439808,0.636,0.15486237580630802,-0.481137624193692
4072331760661612928,0.62,0.11736126151233674,-0.5026387384876633
1444930322403826304,0.9995,0.994323292112272,-0.00517670788772806
2078943464685299840,1.0,1.0,0.0
1762596205380921856,0.995,0.9553722932427451,-0.03962770675725491
643909953807675008,0.9855,0.8356703001241327,-0.14982969987586736
4105141148953899392,0.8115,0.26271630127196977,-0.5487836987280302
5210751080531157888,0.8225,0.284437010487306,-0.538062989512694
4055647565083572224,0.4335,0.10236196201222293,-0.3311380379877771
1958311371069950080,0.9795,0.8050428127650258,-0.17445718723497428
6726028771060741632,0.645,0.17017784213735876,-0.47482215786264126
6281393522987251968,0.5885,0.10962922318587316,-0.4788707768141269
4131646324146264192,0.859,0.3405877501008833,-0.5184122498991166
3906248845630232576,0.497,0.12320372602660548,-0.37379627397339454
4389818698094885248,0.8425,0.3192452650450057,-0.5232547349549943
4048374501842443136,0.588,0.1512961606631737,-0.43670383933682627
6029195311181095552,0.685,0.16143799897708302,-0.5235620010229171
5383288064367539968,0.9825,0.8313167052130922,-0.15118329478690784
2337973870009655424,0.7745,0.23742738194037832,-0.5370726180596217
4131559909403775232,0.431,0.10123214068712924,-0.3297678593128708
6734908603094318848,0.6185,0.13171129971235965,-0.48678870028764043
4101093606135337600,0.8335,0.34047406181678486,-0.49302593818321516
3594763729832525696,0.5375,0.12360739544006329,-0.4138926045599367
